tipo,potencia_watts,altura_metros,estado,sensores_luminosidad_lux,sensores_movimiento,sensores_temperatura_c,sensores_humedad_pct,eficiencia_lumens_por_watt,eficiencia_vida_util_restante_pct,registro_fecha_instalacion
Incandescente,75,8.69,Fallando,81,True,28.5,76.9,121.96,57.6,2023-08-01
Halógena,100,6.87,Encendida,70,True,22.2,61.8,126.59,74.7,2025-04-10
Incandescente,150,8.15,Encendida,200,False,24.9,44.4,104.83,81.8,2023-11-26
Halógena,150,8.12,Apagada,140,True,21.4,51.6,125.83,35.3,2023-12-24
Halógena,100,6.31,Apagada,68,False,23.1,66.7,123.86,55.7,2024-03-03
Incandescente,75,7.12,Encendida,291,True,22.2,78.4,126.28,33.9,2024-06-25
Halógena,50,7.3,Apagada,71,True,20.5,40.8,94.15,72.9,2025-04-22
Halógena,150,6.39,Fallando,175,True,26.7,70.9,122.07,75.1,2025-04-29
Led,100,9.0,Apagada,216,True,24.4,69.1,116.79,41.9,2025-02-23
Incandescente,75,7.41,Encendida,287,True,29.9,76.7,127.33,56.6,2024-06-10
Led,75,6.49,Apagada,72,False,30.9,48.2,102.44,69.9,2023-10-05
Halógena,75,8.13,Encendida,157,False,33.1,77.7,98.7,32.6,2023-07-02
Halógena,150,8.21,Apagada,77,False,29.3,78.1,103.39,64.1,2024-02-20
Halógena,150,8.68,Encendida,134,True,20.3,74.9,110.05,72.9,2025-05-14
Led,75,6.92,Fallando,126,True,29.3,48.5,108.51,88.8,2024-10-24
Halógena,50,9.16,Encendida,161,False,32.2,69.9,96.52,50.4,2025-04-04
Halógena,75,8.75,Encendida,84,True,23.5,63.4,116.5,34.1,2024-05-06
Led,100,6.94,Fallando,120,False,26.1,49.4,124.95,32.6,2023-10-02
Halógena,75,9.64,Encendida,112,False,21.5,72.6,129.75,42.7,2024-07-18
Led,75,7.16,Apagada,187,True,28.9,41.5,119.24,57.0,2025-05-08
Incandescente,100,6.25,Apagada,256,False,24.7,61.5,90.16,78.4,2024-05-05
Halógena,50,7.37,Fallando,242,False,31.7,67.6,102.32,76.7,2024-11-14
Halógena,150,6.88,Apagada,298,True,34.0,78.2,108.82,47.2,2023-08-20
Incandescente,75,7.18,Fallando,125,False,30.3,61.2,92.55,67.0,2023-12-18
Halógena,100,8.34,Apagada,199,False,30.8,62.7,122.24,63.5,2024-07-17
Incandescente,100,7.14,Fallando,65,True,33.5,55.8,90.68,63.7,2024-06-17
Halógena,50,7.62,Fallando,107,True,27.4,50.4,120.31,76.3,2023-08-19
Halógena,50,6.97,Encendida,294,False,22.7,58.1,126.12,65.1,2024-04-21
Led,150,6.06,Fallando,231,True,31.0,77.5,98.6,43.4,2024-12-05
Halógena,50,8.71,Encendida,115,True,28.5,53.3,112.16,50.6,2024-11-03
Incandescente,75,9.95,Encendida,299,True,34.9,71.1,123.05,44.3,2024-01-10
Halógena,75,6.46,Encendida,152,True,29.6,79.0,122.79,40.0,2025-03-08
Halógena,100,8.51,Encendida,146,False,20.3,50.6,111.02,51.7,2025-04-27
Led,75,7.31,Encendida,212,True,23.3,57.0,112.16,42.5,2024-12-15
Halógena,75,9.17,Encendida,105,False,31.9,68.2,108.46,73.7,2023-11-23
Incandescente,100,6.8,Encendida,150,True,33.3,54.6,114.75,68.1,2024-06-26
Halógena,50,8.98,Apagada,93,False,28.3,48.4,120.72,66.8,2025-02-15
Led,150,7.01,Fallando,233,False,31.3,58.0,95.53,41.2,2024-01-11
Incandescente,100,7.47,Encendida,89,False,33.2,52.1,101.43,89.7,2024-03-10
Halógena,50,8.41,Fallando,192,True,33.7,51.0,102.22,79.3,2024-01-04
Halógena,150,8.37,Encendida,214,True,23.9,57.5,90.74,89.9,2025-05-25
Halógena,75,6.11,Apagada,300,True,34.4,47.8,121.36,37.9,2025-01-09
Halógena,150,7.17,Fallando,64,False,30.1,42.7,108.89,50.1,2025-04-13
Halógena,50,8.87,Encendida,205,False,22.5,71.9,124.38,51.9,2024-02-28
Incandescente,50,6.64,Fallando,92,True,33.5,69.3,129.18,72.9,2023-07-08
Halógena,100,9.27,Encendida,171,False,34.1,51.7,123.11,79.9,2024-05-21
Halógena,50,7.98,Encendida,132,True,31.9,75.6,105.83,61.3,2023-08-26
Halógena,100,7.53,Encendida,250,False,27.1,78.4,108.23,62.3,2025-01-25
Incandescente,75,9.2,Apagada,276,True,27.2,56.7,116.52,80.7,2023-08-09
Halógena,100,9.55,Apagada,205,False,26.7,62.5,98.08,66.4,2024-05-30
Halógena,100,9.88,Apagada,196,True,24.3,74.7,109.06,61.6,2025-05-10
Incandescente,75,7.86,Apagada,137,True,25.9,40.9,98.14,87.7,2025-03-02
Halógena,50,8.93,Encendida,69,True,29.4,58.8,104.91,31.5,2023-10-21
Incandescente,75,9.7,Encendida,58,True,24.0,43.7,124.96,80.8,2023-09-17
Halógena,150,8.86,Apagada,184,True,22.2,73.1,91.15,82.9,2023-09-13
Halógena,100,9.8,Encendida,195,True,25.4,47.9,118.09,50.7,2024-03-20
Halógena,100,9.17,Apagada,234,True,27.8,68.0,129.23,54.6,2024-05-27
Halógena,50,8.91,Apagada,211,False,23.1,64.7,94.23,88.4,2025-05-21
Incandescente,50,6.36,Encendida,68,True,34.0,62.2,125.44,62.5,2024-06-26
Halógena,75,6.6,Apagada,300,True,22.4,63.3,121.13,55.0,2024-01-11
Halógena,50,6.42,Encendida,138,True,34.1,73.4,100.85,72.5,2025-02-24
Halógena,75,8.09,Encendida,235,True,23.0,67.0,124.97,34.8,2024-05-30
Halógena,75,7.99,Encendida,197,True,30.5,45.2,128.34,62.0,2024-12-28
Incandescente,75,9.5,Fallando,223,True,28.2,45.6,124.1,88.2,2023-09-01
Halógena,75,6.8,Encendida,252,True,21.5,61.1,95.86,34.2,2024-03-06
Incandescente,150,8.88,Encendida,273,True,34.7,41.4,93.67,77.8,2025-01-13
Halógena,100,9.77,Encendida,268,True,23.5,77.6,108.35,73.0,2024-06-04
Led,150,9.69,Encendida,174,False,23.8,75.2,97.46,82.0,2023-08-23
Led,100,6.63,Fallando,73,True,26.0,77.0,104.28,39.1,2024-07-28
Incandescente,50,6.8,Apagada,241,True,32.0,45.8,105.03,83.3,2024-04-17
Halógena,50,8.28,Apagada,296,True,21.4,76.1,93.61,89.3,2025-05-31
Halógena,50,9.68,Encendida,210,False,32.9,77.2,103.81,36.1,2024-11-13
Led,75,9.09,Apagada,76,True,25.8,62.7,110.24,78.4,2025-05-23
Led,75,6.16,Fallando,206,False,31.1,62.8,124.44,83.9,2024-06-12
Led,150,7.89,Apagada,300,False,20.6,61.3,94.91,38.0,2024-09-18
Halógena,100,9.19,Apagada,168,True,20.6,73.6,116.75,46.1,2023-09-07
Halógena,75,8.62,Encendida,264,True,24.7,71.6,102.35,86.4,2025-03-31
Halógena,75,7.8,Encendida,164,False,26.6,64.8,122.31,87.8,2023-07-12
Incandescente,75,7.73,Fallando,75,True,33.4,43.1,129.45,74.0,2024-11-17
Halógena,150,9.36,Apagada,159,True,31.5,46.6,125.03,49.8,2024-05-11
Incandescente,75,9.67,Encendida,221,False,25.6,77.5,118.73,66.4,2024-02-08
Incandescente,75,8.67,Encendida,239,True,34.2,64.1,101.0,84.9,2024-12-09
Halógena,100,9.72,Encendida,100,False,34.0,64.7,92.31,39.7,2025-06-11
Led,100,7.64,Encendida,91,False,28.9,40.1,127.27,59.8,2024-05-31
Halógena,50,7.79,Encendida,124,False,27.9,59.6,122.68,69.5,2024-11-19
Halógena,100,6.83,Apagada,175,False,22.6,70.4,122.01,84.3,2023-07-15
Halógena,75,8.81,Encendida,260,True,33.4,57.3,117.34,48.5,2025-03-23
Halógena,50,7.7,Fallando,119,True,25.6,77.4,101.63,46.9,2024-02-20
Halógena,75,7.52,Encendida,135,False,21.3,63.8,105.63,70.9,2024-03-10
Incandescente,50,6.34,Encendida,278,False,28.0,48.3,124.99,82.7,2024-01-05
Incandescente,50,6.27,Apagada,172,False,23.7,46.5,108.5,65.6,2024-05-23
Incandescente,50,7.78,Encendida,285,True,34.6,45.3,96.33,61.2,2024-03-03
Halógena,50,8.18,Apagada,55,False,25.1,41.2,92.19,85.2,2023-07-23
Led,50,9.5,Encendida,231,True,22.3,66.2,98.78,67.1,2023-12-21
Halógena,150,8.33,Apagada,89,True,33.4,70.5,119.98,73.9,2025-04-19
Halógena,50,7.16,Apagada,225,True,23.2,63.9,129.17,65.0,2025-03-25
Led,150,9.24,Apagada,166,True,25.7,56.5,92.6,86.1,2023-09-06
Halógena,100,8.86,Apagada,67,True,26.0,48.8,119.73,57.1,2024-09-30
Halógena,150,7.68,Apagada,96,True,33.9,75.3,127.74,65.5,2024-01-28
Incandescente,50,8.88,Apagada,151,False,30.1,76.9,126.47,44.6,2024-09-02
Incandescente,75,6.74,Apagada,170,True,30.8,40.9,122.5,82.4,2025-04-09
Halógena,100,9.62,Encendida,251,False,21.9,74.9,124.88,89.8,2024-11-06
Led,150,6.43,Fallando,172,False,33.3,59.4,118.33,40.5,2024-08-04
Halógena,100,6.61,Apagada,184,True,26.8,56.6,123.82,64.1,2025-03-09
Halógena,75,6.64,Encendida,86,True,25.2,41.2,106.75,36.4,2024-06-08
Led,150,6.77,Encendida,84,True,24.1,68.0,118.7,40.1,2024-06-22
Halógena,75,6.9,Encendida,282,True,30.5,48.3,122.8,49.7,2023-08-07
Incandescente,75,8.99,Apagada,101,False,34.0,66.9,120.69,86.8,2024-07-23
Halógena,100,8.91,Encendida,283,True,33.8,42.1,115.39,33.5,2024-11-03
Halógena,75,6.65,Fallando,298,True,20.9,64.4,99.9,74.4,2024-06-15
Halógena,100,8.99,Encendida,157,True,29.6,42.0,111.5,56.1,2024-05-25
Halógena,50,6.41,Encendida,265,True,25.6,71.9,127.05,87.6,2024-08-20
Halógena,100,7.51,Fallando,233,False,31.8,77.2,115.32,48.7,2024-06-20
Halógena,100,9.76,Apagada,209,False,24.9,59.6,98.3,73.9,2023-07-06
Led,50,8.4,Fallando,119,False,23.2,79.9,127.44,80.2,2024-09-18
Halógena,75,8.15,Apagada,178,True,28.2,79.8,112.4,82.8,2024-08-20
Incandescente,150,7.67,Encendida,180,True,34.1,75.9,113.97,49.1,2023-11-15
Halógena,150,7.18,Encendida,213,False,22.8,71.4,121.57,48.8,2024-01-03
Halógena,100,7.56,Encendida,72,True,27.3,72.2,108.44,39.2,2025-04-21
Led,75,7.27,Encendida,147,True,22.6,72.6,103.79,83.3,2025-02-15
Halógena,50,6.44,Encendida,166,False,25.0,75.9,95.65,61.3,2024-03-16
Halógena,150,7.96,Encendida,256,True,31.4,53.5,99.87,88.9,2023-08-05
Halógena,150,6.99,Apagada,109,False,27.7,67.4,106.84,42.3,2023-07-28
Halógena,150,7.34,Fallando,103,True,30.8,63.8,109.95,80.5,2024-08-11
Halógena,150,6.12,Apagada,176,True,33.5,44.6,114.6,49.0,2024-06-19
Incandescente,50,7.69,Apagada,54,False,34.0,44.3,100.94,39.0,2025-03-30
Led,150,9.02,Encendida,231,True,21.7,40.2,129.47,86.4,2024-05-17
Led,150,7.0,Fallando,244,True,20.6,52.2,106.67,40.7,2024-04-24
Incandescente,100,9.95,Encendida,169,True,28.9,71.4,105.13,65.0,2024-06-21
Halógena,75,7.29,Encendida,147,False,26.4,45.5,106.31,43.8,2024-07-27
Halógena,50,7.05,Encendida,270,False,22.6,54.2,113.76,86.9,2024-09-04
Led,150,7.16,Fallando,71,False,21.1,79.6,115.84,30.1,2024-07-30
Halógena,75,9.46,Apagada,290,False,30.3,60.2,118.62,73.3,2025-03-08
Halógena,75,6.02,Apagada,186,False,30.6,47.6,103.41,63.2,2025-01-12
Halógena,50,9.04,Apagada,72,False,23.1,72.7,110.11,72.8,2023-08-31
Halógena,100,7.39,Encendida,258,True,20.1,50.9,120.1,45.1,2023-10-21
Halógena,50,6.68,Apagada,164,True,29.7,47.1,99.9,49.8,2024-09-13
Led,50,7.46,Apagada,178,True,29.3,66.2,127.3,44.9,2024-09-22
Halógena,150,7.42,Fallando,119,True,21.0,52.8,102.46,75.4,2024-07-16
Incandescente,100,6.94,Apagada,81,True,20.2,42.6,128.06,83.2,2025-03-21
Halógena,100,7.4,Encendida,78,True,22.2,62.0,109.89,44.3,2025-04-16
Incandescente,75,6.01,Encendida,172,True,21.8,58.3,122.09,84.4,2024-11-05
Led,150,6.17,Encendida,199,True,21.5,41.4,124.11,79.2,2024-08-14
Halógena,75,9.08,Encendida,261,False,31.4,76.3,97.49,55.4,2023-07-26
Halógena,100,7.63,Encendida,196,False,29.5,79.5,107.56,49.6,2024-02-17
Halógena,100,9.54,Apagada,136,True,34.0,74.2,91.83,52.8,2025-03-25
Led,150,7.32,Apagada,100,False,30.3,67.6,108.83,49.9,2024-11-01
Halógena,150,7.46,Encendida,99,True,27.6,72.9,98.37,87.2,2024-10-29
Halógena,150,6.57,Encendida,126,False,32.2,69.8,106.95,86.8,2024-07-24
Halógena,75,7.62,Encendida,249,True,32.4,57.8,122.33,60.6,2025-05-22
Halógena,50,8.51,Apagada,281,False,31.3,54.0,103.82,47.5,2025-02-14
Led,150,9.12,Encendida,171,False,27.2,40.3,104.99,42.1,2023-12-17
Incandescente,75,9.71,Apagada,277,True,25.7,78.0,97.83,71.6,2024-01-26
Halógena,150,7.37,Encendida,284,True,31.3,52.5,122.72,72.9,2024-06-25
Halógena,75,8.3,Encendida,289,False,28.0,65.9,105.74,37.7,2024-02-16
Incandescente,75,9.8,Fallando,181,True,25.5,70.6,91.1,58.7,2025-02-21
Incandescente,75,6.93,Fallando,82,False,21.5,44.1,124.57,46.8,2025-06-16
Halógena,100,7.29,Encendida,187,True,34.7,45.4,127.71,42.4,2023-08-20
Halógena,150,7.13,Apagada,56,False,26.0,74.5,98.95,65.8,2024-11-25
Halógena,100,8.95,Apagada,158,True,24.3,52.9,91.62,43.9,2024-12-15
Halógena,100,9.82,Apagada,111,False,30.2,66.0,102.96,36.7,2023-08-24
Halógena,75,6.3,Apagada,173,True,33.9,79.8,103.37,38.1,2025-01-17
Led,100,7.75,Apagada,243,True,24.5,52.6,105.48,69.0,2024-01-23
Halógena,50,6.27,Apagada,60,True,29.6,64.2,119.76,69.9,2025-05-06
Incandescente,150,9.05,Encendida,77,False,31.7,55.5,127.23,46.6,2025-03-11
Halógena,100,7.01,Apagada,79,True,28.5,49.0,108.22,62.1,2023-11-20
Led,75,9.51,Apagada,112,True,21.4,72.3,122.77,74.7,2024-01-26
Halógena,150,9.14,Apagada,143,True,22.6,71.0,119.12,46.0,2023-08-15
Halógena,50,6.67,Fallando,69,True,24.8,65.8,97.77,77.3,2023-12-14
Halógena,50,6.94,Apagada,107,True,32.2,44.8,107.29,77.2,2024-01-06
Incandescente,100,7.43,Fallando,213,False,31.4,48.0,107.92,85.2,2024-06-08
Halógena,100,7.35,Encendida,246,True,25.4,55.4,107.27,41.4,2023-07-02
Halógena,50,8.82,Apagada,167,False,22.7,68.8,95.13,54.1,2024-06-27
Led,50,7.49,Encendida,244,False,33.8,54.1,91.24,34.1,2025-02-20
Halógena,50,9.67,Encendida,241,True,34.4,51.3,105.28,79.2,2024-06-23
Halógena,150,7.33,Fallando,66,False,24.4,60.9,111.69,53.2,2024-08-08
Led,75,8.61,Encendida,120,False,24.7,62.1,123.53,82.1,2025-03-08
Incandescente,50,9.73,Encendida,270,False,29.2,48.7,121.05,89.0,2025-03-24
Halógena,150,6.86,Apagada,145,False,31.1,46.2,129.73,41.6,2023-10-21
Incandescente,100,9.6,Apagada,150,True,31.6,52.3,99.98,53.5,2025-03-07
Led,75,6.34,Fallando,113,False,29.5,53.1,111.85,67.1,2023-07-25
Incandescente,150,9.05,Encendida,148,True,20.3,63.6,110.71,55.0,2024-10-07
Halógena,50,7.46,Apagada,150,True,34.7,75.7,97.04,68.8,2025-03-10
Led,100,6.22,Encendida,93,True,34.2,56.0,102.52,61.5,2024-08-02
Halógena,50,6.42,Apagada,176,False,33.6,58.2,116.37,65.0,2024-12-06
Halógena,75,9.88,Apagada,143,True,34.7,58.3,94.87,58.2,2023-07-23
Incandescente,100,7.71,Fallando,132,False,27.4,76.1,129.03,53.8,2024-05-05
Halógena,50,8.78,Fallando,155,True,28.2,58.8,106.11,31.0,2023-11-10
Halógena,150,9.61,Fallando,286,False,28.8,75.1,129.76,87.0,2023-07-21
Halógena,150,9.45,Apagada,128,True,21.5,70.3,93.48,40.5,2023-12-20
Incandescente,150,8.65,Encendida,87,False,26.1,55.9,109.81,57.2,2024-05-13
Incandescente,150,7.81,Fallando,274,False,21.4,43.3,102.55,85.3,2023-07-27
Halógena,100,7.05,Encendida,201,True,25.4,42.8,100.45,48.9,2023-07-29
Halógena,50,9.76,Fallando,146,False,31.9,65.5,103.86,57.9,2024-12-17
Halógena,50,7.05,Encendida,79,False,27.8,63.4,127.41,66.3,2025-01-15
Halógena,100,7.56,Encendida,298,False,26.5,71.4,105.23,43.9,2024-03-02
Incandescente,150,6.51,Apagada,63,True,33.7,51.5,122.39,69.5,2023-10-25
Halógena,150,8.48,Fallando,209,True,23.1,49.8,110.95,37.4,2023-12-30
Halógena,100,7.08,Fallando,279,False,28.6,71.9,128.21,37.2,2023-09-15
Incandescente,75,9.17,Apagada,160,False,31.9,70.0,97.82,82.9,2024-09-16
Halógena,150,7.16,Encendida,80,False,34.0,69.3,118.69,66.3,2023-12-05
Incandescente,75,8.43,Apagada,54,False,28.5,53.0,119.5,86.1,2024-08-10
Led,75,8.24,Fallando,76,True,23.1,51.5,117.7,74.4,2025-06-07
Led,75,8.81,Encendida,109,True,28.9,63.4,120.8,84.5,2024-07-16
Led,50,7.15,Encendida,144,True,29.7,66.1,98.72,62.9,2025-05-30
Led,50,9.6,Encendida,292,True,32.8,77.9,114.29,65.1,2023-07-27
Incandescente,75,6.21,Fallando,131,True,26.5,49.0,123.76,33.5,2023-07-05
Led,50,8.84,Apagada,276,True,27.9,59.8,119.14,56.7,2025-06-14
Halógena,100,8.03,Apagada,191,False,31.5,68.2,96.93,63.9,2025-06-04
Incandescente,100,8.48,Encendida,239,True,31.0,77.6,92.58,51.6,2023-10-10
Halógena,75,7.68,Fallando,280,False,33.0,42.4,115.15,40.2,2023-09-19
Halógena,75,9.27,Apagada,270,True,30.0,59.4,102.59,79.3,2024-08-29
Halógena,100,8.99,Encendida,236,True,22.3,57.0,114.93,42.5,2025-04-20
Led,75,6.41,Encendida,163,True,23.2,69.2,100.36,75.2,2024-10-03
Halógena,50,9.87,Encendida,166,True,23.4,75.7,97.35,36.1,2025-06-19
Halógena,50,8.83,Apagada,63,False,34.1,67.2,117.48,31.7,2025-03-04
Halógena,100,6.21,Encendida,200,True,24.7,50.2,104.46,59.7,2024-01-20
Halógena,100,7.68,Apagada,196,True,20.7,59.3,121.93,74.8,2025-05-05
Halógena,75,6.09,Encendida,125,False,22.5,68.0,102.88,78.0,2023-12-12
Led,150,7.58,Apagada,73,True,27.2,63.7,101.78,88.2,2023-10-29
Led,50,6.41,Apagada,255,False,26.1,79.8,126.5,30.1,2023-09-06
Halógena,75,6.81,Encendida,106,True,29.6,63.1,115.58,47.3,2024-03-25
Halógena,50,6.37,Apagada,64,False,33.6,62.1,101.34,77.3,2025-01-03
Incandescente,50,6.9,Encendida,274,False,31.6,76.6,126.89,57.0,2024-12-18
Led,75,7.11,Fallando,190,True,23.0,48.9,94.87,68.0,2023-12-29
Led,100,6.34,Fallando,141,False,21.3,75.4,101.2,31.1,2023-09-13
Halógena,100,8.51,Apagada,132,False,34.4,54.5,128.5,64.9,2023-08-14
Halógena,150,6.21,Apagada,59,False,21.8,51.9,123.05,60.5,2023-07-27
Halógena,100,7.33,Encendida,145,True,34.3,49.7,119.68,52.3,2024-08-04
Led,150,6.72,Fallando,98,False,25.0,71.5,128.26,68.3,2025-02-23
Halógena,50,6.84,Encendida,287,False,31.4,62.6,108.95,33.8,2025-06-12
Led,100,6.39,Encendida,184,True,35.0,75.2,117.16,59.1,2024-01-13
Halógena,75,8.07,Fallando,170,False,23.4,57.5,127.63,51.8,2024-02-07
Incandescente,150,7.87,Fallando,163,False,21.6,76.3,93.53,81.6,2024-05-04
Incandescente,100,9.87,Encendida,135,True,22.1,48.5,113.95,69.8,2025-01-20
Halógena,50,9.63,Encendida,241,True,30.6,75.0,97.34,62.8,2024-06-17
Led,100,6.44,Apagada,217,True,31.3,46.8,126.81,52.7,2023-10-11
Led,100,7.71,Encendida,84,True,23.3,66.5,101.88,30.8,2024-01-22
Incandescente,75,8.37,Apagada,193,True,30.7,64.3,92.09,89.6,2024-09-13
Led,50,7.75,Apagada,160,False,26.7,54.1,129.47,87.8,2024-07-29
Halógena,100,9.38,Encendida,135,True,34.4,68.9,113.43,64.9,2025-01-17
Halógena,150,8.86,Encendida,69,False,33.0,54.2,92.83,43.5,2025-02-01
Halógena,150,8.34,Apagada,297,False,25.5,70.2,109.68,48.0,2024-03-24
Halógena,150,9.05,Fallando,300,True,26.8,45.1,114.83,81.9,2024-07-14
Led,50,8.51,Encendida,113,True,31.3,74.5,119.71,67.3,2024-09-24
Incandescente,75,6.21,Fallando,146,True,21.6,57.4,120.47,40.0,2024-05-10
Halógena,150,9.55,Encendida,55,False,27.4,59.8,120.1,66.8,2025-02-25
Led,150,6.18,Apagada,291,True,22.9,44.6,115.45,37.7,2025-01-26
Incandescente,50,8.2,Encendida,121,False,34.1,61.1,125.05,88.2,2024-09-12
Halógena,100,8.57,Apagada,191,True,28.0,50.1,124.66,32.1,2025-01-19
Led,75,7.29,Encendida,74,True,28.8,62.9,124.89,72.6,2023-07-29
Incandescente,50,7.7,Apagada,234,True,21.7,53.1,125.16,65.9,2023-09-09
Led,75,7.23,Fallando,59,True,22.8,76.3,95.66,34.8,2023-09-07
Led,50,9.01,Fallando,204,False,22.6,60.8,126.03,86.3,2024-11-11
Halógena,75,6.78,Encendida,297,True,31.7,73.9,113.7,32.8,2023-07-13
Halógena,100,8.06,Fallando,79,True,28.8,63.5,94.7,62.6,2024-10-25
Led,100,9.42,Encendida,98,True,26.4,53.8,116.45,62.6,2024-01-26
Led,150,7.05,Encendida,284,False,26.3,78.5,117.57,31.6,2025-04-22
Incandescente,75,9.95,Encendida,177,True,24.6,56.0,126.84,83.9,2023-09-01
Incandescente,50,6.51,Encendida,239,False,21.5,43.8,91.33,62.9,2023-11-28
Led,75,6.67,Encendida,93,True,26.6,78.5,98.38,78.4,2023-08-23
Incandescente,75,6.96,Encendida,155,False,28.6,64.7,94.32,74.9,2023-11-29
Led,50,9.57,Apagada,170,False,27.8,66.4,119.92,84.5,2024-03-02
Incandescente,100,7.81,Apagada,68,True,32.6,71.9,113.35,60.1,2023-07-31
Halógena,150,9.01,Apagada,62,True,34.8,56.7,100.02,62.6,2025-05-12
Incandescente,75,8.33,Encendida,149,False,32.1,69.8,118.66,48.4,2024-10-16
Halógena,50,9.86,Apagada,107,True,25.6,49.6,117.59,87.3,2024-06-13
Led,150,7.35,Encendida,246,True,26.6,76.0,110.82,43.0,2024-11-07
Halógena,75,7.71,Fallando,212,False,30.2,66.7,113.68,68.9,2025-04-28
Incandescente,150,6.16,Encendida,182,False,23.9,72.3,105.62,60.0,2024-02-22
Incandescente,150,6.41,Apagada,214,False,30.9,45.6,106.91,75.8,2024-09-07
Halógena,150,9.88,Encendida,57,False,24.0,41.7,98.35,86.3,2023-08-29
Led,50,9.73,Encendida,191,True,34.9,40.2,107.76,78.0,2025-05-13
Halógena,50,6.94,Apagada,242,False,20.8,60.8,112.76,87.9,2023-10-28
Halógena,100,9.79,Encendida,76,False,28.5,76.2,116.95,70.0,2024-06-16
Led,150,7.06,Encendida,114,False,21.6,73.5,121.21,86.5,2024-11-16
Halógena,50,8.68,Apagada,208,True,26.4,50.7,125.54,84.1,2024-05-15
Halógena,100,9.62,Apagada,123,True,27.1,52.5,121.11,53.8,2025-03-10
Incandescente,100,8.31,Encendida,102,True,22.1,53.9,107.35,51.7,2024-08-30
Incandescente,50,9.76,Encendida,106,True,34.5,71.5,93.62,40.9,2025-01-17
Incandescente,50,9.21,Apagada,274,True,23.8,45.4,124.46,80.2,2024-05-03
Halógena,50,8.56,Encendida,246,False,22.4,55.3,104.7,86.7,2024-04-02
Halógena,150,6.73,Apagada,109,True,31.5,54.1,127.68,52.9,2024-09-27
Led,100,6.01,Apagada,297,False,29.5,54.5,111.31,76.0,2023-10-26
Halógena,150,6.58,Apagada,163,True,32.0,69.5,90.94,89.9,2024-12-16
Halógena,150,9.84,Apagada,273,True,26.1,73.9,108.68,81.4,2024-11-14
Led,150,6.87,Encendida,141,True,26.3,77.3,97.88,60.4,2023-11-27
Halógena,75,8.82,Apagada,56,True,31.3,47.6,110.24,51.4,2025-06-03
Led,100,7.68,Fallando,149,True,20.3,71.8,106.95,79.8,2025-03-22
Led,50,8.55,Encendida,181,False,32.5,45.8,90.13,76.1,2024-10-12
Halógena,75,8.88,Fallando,267,False,34.3,54.5,114.22,30.8,2023-11-04
Halógena,75,7.46,Encendida,251,True,25.1,46.5,114.7,47.7,2024-03-19
Halógena,75,6.14,Apagada,245,True,30.4,52.5,113.93,40.0,2023-09-06
Incandescente,75,7.42,Encendida,293,False,34.2,43.4,96.25,72.1,2024-10-20
Halógena,150,9.91,Encendida,258,True,22.9,70.7,128.89,88.8,2025-04-23
Incandescente,50,6.89,Encendida,78,False,28.5,69.1,92.07,45.4,2023-08-04
Incandescente,150,8.87,Apagada,261,True,29.3,40.7,116.01,83.6,2025-05-13
Incandescente,75,6.7,Encendida,227,True,20.3,48.8,108.31,50.5,2025-02-10
Halógena,75,7.82,Apagada,196,False,24.3,71.5,97.91,48.2,2024-01-20
Incandescente,100,8.37,Encendida,163,True,34.7,47.9,105.48,80.3,2024-07-20
Incandescente,75,8.59,Encendida,278,True,27.2,56.7,120.77,63.2,2024-07-31
Halógena,100,7.27,Encendida,138,True,29.2,68.2,125.71,31.6,2024-03-06
Halógena,150,8.27,Encendida,108,False,20.0,54.4,105.38,49.5,2023-12-15
Halógena,150,6.11,Fallando,117,True,22.8,44.9,95.71,86.6,2024-03-29
Incandescente,150,9.75,Apagada,118,True,24.9,75.9,123.81,68.9,2024-03-22
Halógena,150,7.59,Apagada,271,False,34.6,42.6,100.08,48.7,2024-05-05
Led,75,8.63,Apagada,65,False,20.0,56.9,111.13,59.8,2024-03-22
Halógena,75,7.86,Fallando,155,False,30.5,71.1,127.02,58.0,2025-06-23
Led,150,8.03,Fallando,283,False,25.9,67.2,99.82,85.2,2024-07-22
Halógena,50,7.69,Apagada,175,False,25.8,51.6,124.83,88.0,2025-01-03
Halógena,50,8.18,Encendida,219,False,29.4,66.6,121.67,66.8,2023-07-19
Incandescente,100,8.52,Fallando,211,True,24.3,61.0,90.24,52.5,2024-03-29
Halógena,100,9.5,Fallando,289,False,33.1,56.7,128.4,34.8,2024-12-27
Halógena,75,6.08,Fallando,231,False,24.8,49.9,119.19,54.9,2023-09-13
Halógena,150,9.05,Apagada,180,False,32.2,51.6,123.07,72.2,2023-06-30
Halógena,75,6.41,Encendida,206,False,34.0,48.3,106.11,76.9,2025-06-19
Halógena,75,8.44,Encendida,219,False,23.9,53.7,93.43,41.1,2024-04-22
Halógena,150,8.85,Encendida,299,True,27.8,77.7,106.15,72.3,2023-08-27
Led,75,8.7,Fallando,191,True,32.6,72.5,94.17,44.5,2023-11-26
Halógena,150,7.19,Apagada,109,True,28.0,55.5,121.9,40.6,2025-01-15
Halógena,75,8.38,Encendida,251,False,23.4,60.8,113.9,69.5,2025-06-20
Halógena,100,9.44,Encendida,53,True,20.4,51.4,119.06,75.8,2023-10-30
Halógena,50,9.76,Encendida,214,True,25.6,69.0,95.48,81.6,2025-01-28
Incandescente,150,8.76,Encendida,67,True,25.8,70.5,105.78,30.5,2025-05-04
